TIMESTAMP,SYM,BID_PRICE_0,BID_SIZE_0,ASK_PRICE_0,ASK_SIZE_0,BID_PRICE_1,BID_SIZE_1,ASK_PRICE_1,ASK_SIZE_1,BID_PRICE_2,BID_SIZE_2,ASK_PRICE_2,ASK_SIZE_2,BID_PRICE_3,BID_SIZE_3,ASK_PRICE_3,ASK_SIZE_3,BID_PRICE_4,BID_SIZE_4,ASK_PRICE_4,ASK_SIZE_4,TOTAL_VOLUME,MARKET_HOUR
2024-01-02 00:00:00,OTR2Y,99.4784,2603,99.4736,1412,99.4643,6687,99.4878,4442,99.3562,9832,99.5959,5570,99.3347,12284,99.6174,13568,99.3074,6507,99.6446,16832,167033,False
2024-01-02 00:00:00,OTR5Y,99.5273,3479,99.5472,1943,99.466,5100,99.6085,2151,99.4363,4995,99.6383,4460,99.3973,4406,99.6772,7741,99.1635,12091,99.911,13640,247236,False
2024-01-02 00:00:00,OTR10Y,98.4583,4937,98.4853,4087,98.3946,3015,98.549,2744,98.3461,5203,98.5974,3389,98.2613,9560,98.6823,14048,98.1712,13841,98.7723,6443,161895,False
2024-01-02 00:00:00,OTR30Y,97.2193,2142,97.203,3592,97.1991,2259,97.2231,6570,97.1194,10154,97.3028,3016,97.0947,10292,97.3276,12446,97.0589,12449,97.3633,16098,95349,False
2024-01-02 00:00:00,OFR2Y,99.303,2104,99.3162,3575,99.2754,3702,99.3439,6734,99.1682,11505,99.4511,9694,99.061,4249,99.5583,6465,98.8965,12091,99.7227,13520,298903,False
2024-01-02 00:00:00,OFR5Y,99.6565,4279,99.6888,4913,99.5953,6018,99.7499,2567,99.5066,7962,99.8387,3498,99.3764,13903,99.9688,5815,99.2583,12614,100.0869,19700,387152,False
2024-01-02 00:00:00,OFR10Y,98.3221,1292,98.3126,1959,98.2811,2716,98.3536,7990,98.2183,11736,98.4163,8007,98.1533,13769,98.4814,12134,98.014,12278,98.6207,6462,169026,False
2024-01-02 00:00:00,OFR30Y,98.4141,2676,98.4609,2252,98.3715,7768,98.5035,3689,98.3477,3083,98.5273,5567,98.2371,10168,98.6379,13049,98.1793,6054,98.6957,10934,67981,False
2024-01-02 00:01:00,OTR2Y,98.8751,3296,98.8781,2240,98.8595,7167,98.8937,5206,98.7921,8232,98.9611,9445,98.72,7027,99.0333,9042,98.5562,8263,99.197,17709,137763,False
2024-01-02 00:01:00,OTR5Y,99.284,2394,99.3027,2542,99.2715,4937,99.3152,5492,99.1559,4481,99.4308,9226,99.0852,8025,99.5015,6776,98.938,13576,99.6487,8946,125685,False
2024-01-02 00:01:00,OTR10Y,98.184,1553,98.1879,3772,98.1136,4312,98.2584,7549,98.0173,6646,98.3547,3424,97.9499,5716,98.422,14670,97.718,9495,98.6539,10099,120877,False
2024-01-02 00:01:00,OTR30Y,96.7439,1266,96.7565,3952,96.7034,3053,96.797,5509,96.68,10913,96.8204,7959,96.6194,10657,96.8811,7863,96.5346,6130,96.9659,7061,37730,False
2024-01-02 00:01:00,OFR2Y,98.8494,2799,98.8597,2914,98.8139,4813,98.8951,2122,98.7887,6758,98.9203,11299,98.776,7959,98.9331,8067,98.5626,16782,99.1464,8231,157625,False
2024-01-02 00:01:00,OFR5Y,99.6399,3343,99.6402,1981,99.5947,2815,99.6855,3268,99.4859,9398,99.7943,4127,99.3949,7898,99.8852,12901,99.2493,11727,100.0308,12885,363913,False
2024-01-02 00:01:00,OFR10Y,98.1678,1512,98.1715,1864,98.1015,5383,98.2378,6414,97.9926,8947,98.3467,4195,97.8874,7221,98.4519,12046,97.8472,8765,98.4921,11968,148843,False
2024-01-02 00:01:00,OFR30Y,97.7349,3353,97.7716,4488,97.6717,4971,97.8349,2114,97.5659,8267,97.9406,3712,97.5436,11546,97.9629,6571,97.4489,16363,98.0576,8994,272501,False
2024-01-02 00:02:00,OTR2Y,98.838,3630,98.8308,2588,98.8214,2599,98.8474,5978,98.7542,5161,98.9146,4990,98.6398,7481,99.029,11048,98.4876,7087,99.1812,11958,113004,False
2024-01-02 00:02:00,OTR5Y,99.7998,1460,99.8074,4029,99.7672,3251,99.84,2093,99.7582,10380,99.8489,4514,99.6229,6342,99.9842,12605,99.5594,13479,100.0478,15213,80325,False
