TIMESTAMP,SYM,BID_PRICE_0,BID_SIZE_0,ASK_PRICE_0,ASK_SIZE_0,BID_PRICE_1,BID_SIZE_1,ASK_PRICE_1,ASK_SIZE_1,BID_PRICE_2,BID_SIZE_2,ASK_PRICE_2,ASK_SIZE_2,BID_PRICE_3,BID_SIZE_3,ASK_PRICE_3,ASK_SIZE_3,BID_PRICE_4,BID_SIZE_4,ASK_PRICE_4,ASK_SIZE_4,TOTAL_VOLUME,MARKET_HOUR
2024-01-02 00:00:00,OTR2Y,100.6629,1686,100.6521,3604,100.5866,3059,100.7283,6117,100.4801,10307,100.8349,9696,100.3044,5935,101.0106,4022,100.2098,11245,101.1051,10936,251304,False
2024-01-02 00:00:00,OTR5Y,99.0432,2236,99.0709,1587,99.0082,6807,99.1058,5991,98.9206,7645,99.1935,9914,98.8313,9027,99.2828,5664,98.6215,11875,99.4926,16432,107630,False
2024-01-02 00:00:00,OTR10Y,97.3082,2754,97.348,4112,97.2846,3998,97.3716,3300,97.1825,3868,97.4737,4440,97.1687,4775,97.4875,13765,97.1488,10969,97.5075,10432,98037,False
2024-01-02 00:00:00,OTR30Y,96.5996,3051,96.6034,2383,96.5789,3928,96.6241,2215,96.4827,11168,96.7203,5524,96.4022,12621,96.8008,11449,96.3763,6554,96.8267,11082,58576,False
2024-01-02 00:00:00,OFR2Y,99.4837,4895,99.5048,3634,99.4337,6873,99.5549,7876,99.3609,7487,99.6276,7418,99.3466,10064,99.642,8023,99.1628,14470,99.8258,17569,166418,False
2024-01-02 00:00:00,OFR5Y,96.7988,1371,96.7934,4609,96.7649,5243,96.8274,7848,96.6566,8024,96.9356,5011,96.5641,7240,97.0282,10540,96.3991,11276,97.1932,8784,40414,False
2024-01-02 00:00:00,OFR10Y,97.7849,4894,97.7999,1505,97.7733,4024,97.8115,2890,97.6543,6319,97.9304,5665,97.6132,7346,97.9715,12783,97.5956,18629,97.9892,15851,158727,False
2024-01-02 00:00:00,OFR30Y,97.3919,4660,97.3981,3280,97.3276,4231,97.4624,5785,97.2847,6052,97.5053,7656,97.169,14536,97.6209,5050,96.9436,6883,97.8464,10153,144835,False
2024-01-02 00:01:00,OTR2Y,100.9598,1292,100.9941,1244,100.938,7004,101.0159,3690,100.8834,5407,101.0705,11094,100.7948,4840,101.1591,11603,100.6196,8348,101.3343,11654,170427,False
2024-01-02 00:01:00,OTR5Y,99.5488,2092,99.5659,2135,99.4691,2945,99.6456,5314,99.3784,6886,99.7363,3174,99.2352,6308,99.8795,5348,99.0994,17077,100.0153,5156,88318,False
2024-01-02 00:01:00,OTR10Y,97.0587,4133,97.0424,3874,97.0336,7614,97.0675,7600,96.9889,11109,97.1121,6477,96.866,10636,97.2351,6276,96.8465,19487,97.2546,16423,95818,False
